title,score,score_phrase,platform,genre,release_year,release_month,release_day
The Lord of the Rings: The Return of the King,9.5,Amazing,Wireless,Action,2003,12,9
The Orange Box,9.5,Amazing,PC,"Compilation, Compilation",2007,10,9
The Orange Box,9.5,Amazing,Xbox 360,Compilation,2007,10,9
The Sims,9.5,Amazing,PC,Simulation,2000,2,4
The Sims (Deluxe Edition),9.5,Amazing,PC,Simulation,2002,11,6
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,Xbox 360,Adventure,2014,3,4
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,iPhone,Adventure,2014,3,4
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,PC,Adventure,2014,3,4
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,PlayStation Vita,Adventure,2014,3,4
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,PlayStation 3,Adventure,2014,3,4
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,PlayStation Vita,Adventure,2014,8,26
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,iPhone,Adventure,2014,8,26
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,PlayStation 3,Adventure,2014,8,26
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,Xbox 360,Adventure,2014,8,26
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,PC,Adventure,2014,8,26
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,PC,Adventure,2012,11,19
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,iPad,Adventure,2012,11,19
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,Macintosh,Adventure,2012,11,19
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,PlayStation 3,Adventure,2012,11,19
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,Xbox 360,Adventure,2012,11,19
The World Ends with You: Solo Remix,9.5,Amazing,iPad,RPG,2012,8,27
The World Ends with You: Solo Remix,9.5,Amazing,iPhone,RPG,2012,8,27
Tom Clancy's Rainbow Six 3,9.5,Amazing,Wireless,Strategy,2004,7,8
Tom Clancy's Splinter Cell Pandora Tomorrow,9.5,Amazing,PC,"Action, Adventure",2004,3,26
Tom Clancy's Splinter Cell Pandora Tomorrow,9.5,Amazing,Xbox,"Action, Adventure",2004,3,24
Tom Clancy's Splinter Cell Pandora Tomorrow,9.5,Amazing,Wireless,Action,2004,4,15
Tony Hawk's Pro Skater 2,9.5,Amazing,Game Boy Advance,Sports,2001,6,14
Tony Hawk's Pro Skater 3,9.5,Amazing,Xbox,Sports,2002,3,6
Tony Hawk's Underground,9.5,Amazing,Game Boy Advance,Sports,2003,10,27
Tony Hawk's Underground,9.5,Amazing,PlayStation 2,Sports,2003,10,28
Ultimate Card Games,9.5,Amazing,Game Boy Advance,Card,2004,5,28
Uncharted 2: Among Thieves,9.5,Amazing,PlayStation 3,"Action, Adventure",2009,9,18
Viewtiful Joe,9.5,Amazing,GameCube,"Fighting, Action",2003,10,3
Virtua Fighter 4: Evolution,9.5,Amazing,PlayStation 2,Fighting,2003,8,8
Wario Ware Twisted!,9.5,Amazing,Game Boy Advance,Action,2005,5,11
World of Goo,9.5,Amazing,Wii,Puzzle,2008,10,10
World of Goo,9.5,Amazing,iPad,Puzzle,2010,12,16
World of Goo,9.5,Amazing,iPhone,Puzzle,2011,4,19
Xenogears,9.5,Amazing,PlayStation,RPG,1998,10,20
Zen Bound,9.5,Amazing,iPhone,Puzzle,2009,2,27
Zero Escape: Virtue's Last Reward,9.5,Amazing,Nintendo 3DS,Adventure,2012,10,23
Zero Escape: Virtue's Last Reward,9.5,Amazing,PlayStation Vita,Adventure,2012,10,23
Aggressive Inline,9.4,Amazing,PlayStation 2,Sports,2002,5,29
American McGee's Alice,9.4,Amazing,PC,Action,2000,12,5
Baldur's Gate,9.4,Amazing,PC,RPG,1999,1,18
Baldur's Gate II: Shadows of Amn,9.4,Amazing,PC,RPG,2000,10,10
Baldur's Gate: Dark Alliance,9.4,Amazing,PlayStation 2,"Action, RPG",2001,12,3
Banjo-Tooie,9.4,Amazing,Nintendo 64,Platformer,2000,11,20
BioShock,9.4,Amazing,PlayStation 3,Shooter,2008,10,15
BioShock Infinite,9.4,Amazing,Xbox 360,Shooter,2013,3,21
BioShock Infinite,9.4,Amazing,PlayStation 3,Shooter,2013,3,21
Bionic Commando Rearmed,9.4,Amazing,Xbox 360,Platformer,2008,8,11
Bionic Commando Rearmed,9.4,Amazing,PlayStation 3,Platformer,2008,8,11
BlazBlue: Calamity Trigger,9.4,Amazing,Xbox 360,Fighting,2009,6,26
BlazBlue: Calamity Trigger,9.4,Amazing,PlayStation 3,Fighting,2009,6,26
BlazBlue: Calamity Trigger (Limited Edition),9.4,Amazing,PlayStation 3,Fighting,2009,6,26
BlazBlue: Calamity Trigger (Limited Edition),9.4,Amazing,Xbox 360,Fighting,2009,6,26
Burnout 3: Takedown,9.4,Amazing,PlayStation 2,Racing,2004,9,2
Call of Duty 4: Modern Warfare,9.4,Amazing,PC,Shooter,2007,11,5
Call of Duty 4: Modern Warfare,9.4,Amazing,Xbox 360,Shooter,2007,11,5
Call of Duty 4: Modern Warfare,9.4,Amazing,PlayStation 3,Shooter,2007,11,5
Call of Duty 4: Modern Warfare (Limited Collector's Edition),9.4,Amazing,Xbox 360,Shooter,2007,11,28
Colin McRae Rally 2.0,9.4,Amazing,PlayStation,Racing,2000,12,21
Company of Heroes,9.4,Amazing,PC,Strategy,2006,9,11
Crysis,9.4,Amazing,PC,Shooter,2007,11,12
Crysis Warhead,9.4,Amazing,PC,Shooter,2008,9,12
Dead or Alive 2,9.4,Amazing,Dreamcast,Fighting,2000,10,10
Dead or Alive 3,9.4,Amazing,Xbox,Fighting,2001,11,12
Demon's Souls,9.4,Amazing,PlayStation 3,RPG,2009,10,8
Deus Ex,9.4,Amazing,PC,RPG,2000,6,27
Deus Ex,9.4,Amazing,Macintosh,Shooter,2002,6,7
Dota 2,9.4,Amazing,PC,RPG,2013,7,24
ESPN NFL 2K5,9.4,Amazing,Xbox,Sports,2004,7,16
Fallout 3,9.4,Amazing,PlayStation 3,"Action, RPG",2008,10,27
Fallout 3 (Collector's Edition),9.4,Amazing,PlayStation 3,"Action, RPG",2008,10,28
Fallout 3 (Survival Edition),9.4,Amazing,PlayStation 3,"Action, RPG",2008,10,28
Fallout 3 -- Game of the Year Edition,9.4,Amazing,PlayStation 3,"Action, RPG",2009,10,15
Final Fantasy Chronicles,9.4,Amazing,PlayStation,RPG,2001,7,18
Fire Emblem Fates: Birthright,9.4,Amazing,Nintendo 3DS,"Strategy, RPG",2016,2,17
Forza Motorsport 3,9.4,Amazing,Xbox 360,Racing,2009,10,8
Gears of War,9.4,Amazing,Xbox 360,Shooter,2006,11,7
God of War Collection,9.4,Amazing,PlayStation 3,Compilation,2009,11,13
God of War: Chains of Olympus,9.4,Amazing,PlayStation Portable,Action,2008,2,18
Grand Theft Auto Double Pack: Grand Theft Auto III & Grand Theft Auto: Vice City,9.4,Amazing,Xbox,"Action, Adventure",2003,11,4
Grand Theft Auto III,9.4,Amazing,PC,"Action, Adventure",2002,5,27
Grim Fandango,9.4,Amazing,PC,Adventure,1998,11,3
Guitar Hero II (Game & Guitar Controller Bundle),9.4,Amazing,Xbox 360,Music,2007,3,30
Half-Life 2,9.4,Amazing,Xbox,Shooter,2005,11,11
Half-Life 2: Episode Two,9.4,Amazing,PC,Shooter,2007,10,9
ICO,9.4,Amazing,PlayStation 2,Adventure,2001,9,25
Jak and Daxter: The Precursor Legacy,9.4,Amazing,PlayStation 2,Platformer,2001,12,4
Jet Coaster Dream 2,9.4,Amazing,Dreamcast,Simulation,2000,11,6
Killzone 2,9.4,Amazing,PlayStation 3,Shooter,2009,1,29
MDK2,9.4,Amazing,Dreamcast,Action,2000,3,30
Madden NFL 2001,9.4,Amazing,PlayStation,Sports,2000,8,15
Madden NFL 2004,9.4,Amazing,Xbox,Sports,2003,8,11
Madden NFL 2004,9.4,Amazing,GameCube,Sports,2003,8,11
Madden NFL 2005,9.4,Amazing,GameCube,"Sports, Simulation",2004,8,5
Mass Effect,9.4,Amazing,Xbox 360,RPG,2007,11,19
Mass Effect (Limited Collector's Edition),9.4,Amazing,Xbox 360,RPG,2007,11,19
Max Payne 2: The Fall of Max Payne,9.4,Amazing,PC,Shooter,2003,10,16
NBA 2K2,9.4,Amazing,Dreamcast,Sports,2001,11,2
NBA Street V3,9.4,Amazing,GameCube,"Sports, Action",2005,2,3
NBA Street V3,9.4,Amazing,PlayStation 2,"Sports, Action",2005,2,3
NBA Street V3,9.4,Amazing,Xbox,"Sports, Action",2005,2,3
NBA Street Vol. 2,9.4,Amazing,PlayStation 2,Sports,2003,4,24
NBA Street Vol. 2,9.4,Amazing,Xbox,Sports,2003,4,24
NFL Blitz [1998],9.4,Amazing,PlayStation,"Sports, Action",1998,9,11
Ni no Kuni: Wrath of the White Witch,9.4,Amazing,PlayStation 3,RPG,2013,1,15
Ninja Gaiden,9.4,Amazing,Xbox,Action,2004,2,27
Ninja Gaiden Black,9.4,Amazing,Xbox,Action,2005,9,19
Okami HD,9.4,Amazing,PlayStation 3,Adventure,2012,10,30
Ooga Booga,9.4,Amazing,Dreamcast,Action,2001,9,18
Overwatch,9.4,Amazing,Xbox One,Shooter,2016,5,28
Overwatch,9.4,Amazing,PC,Shooter,2016,5,28
Overwatch,9.4,Amazing,PlayStation 4,Shooter,2016,5,28
R4: Ridge Racer Type 4,9.4,Amazing,PlayStation,Racing,1999,5,5
Ratchet & Clank Future: Tools of Destruction,9.4,Amazing,PlayStation 3,Action,2007,10,23
Ratchet & Clank: Going Commando,9.4,Amazing,PlayStation 2,Platformer,2003,11,11
Resident Evil 3: Nemesis,9.4,Amazing,PlayStation,"Action, Adventure",1999,11,11
Rock Band (Game Only Edition),9.4,Amazing,PlayStation 3,Music,2007,11,16
Rock Band (Game Only Edition),9.4,Amazing,Xbox 360,Music,2007,11,16
Rock Band (Special Edition),9.4,Amazing,Xbox 360,Music,2007,11,16
Rock Band (Special Edition),9.4,Amazing,PlayStation 3,Music,2007,11,16
Rome: Total War,9.4,Amazing,PC,Strategy,2004,9,22
SSX 3,9.4,Amazing,Xbox,Sports,2003,10,17
SSX Tricky,9.4,Amazing,PlayStation 2,Sports,2001,11,6
Sacrifice,9.4,Amazing,PC,Strategy,2000,11,16
Samba de Amigo,9.4,Amazing,Arcade,Music,2000,5,1
Shadow Complex,9.4,Amazing,Xbox 360,Shooter,2009,8,17
Sid Meier's Civilization IV,9.4,Amazing,PC,Strategy,2005,10,21
Sid Meier's Civilization V: Brave New World,9.4,Amazing,Macintosh,Strategy,2013,7,8
Sid Meier's Civilization V: Brave New World,9.4,Amazing,PC,Strategy,2013,7,8
Sonic Adventure 2,9.4,Amazing,Dreamcast,Platformer,2001,6,22
Suikoden III,9.4,Amazing,PlayStation 2,RPG,2002,10,22
Super Mario Advance 3: Yoshi's Island,9.4,Amazing,Game Boy Advance,Platformer,2002,9,24
Super Mario Sunshine,9.4,Amazing,GameCube,Platformer,2002,8,22
Test Drive Le Mans,9.4,Amazing,Dreamcast,Racing,2000,11,6
The Elder Scrolls III: Morrowind,9.4,Amazing,PC,RPG,2002,5,15
The Elder Scrolls III: Morrowind,9.4,Amazing,Xbox,RPG,2002,6,17
The Legend of Zelda: A Link Between Worlds,9.4,Amazing,Nintendo 3DS,Adventure,2013,11,14
The Sims 2,9.4,Amazing,PC,Simulation,2004,9,10
Tom Clancy's Rainbow Six,9.4,Amazing,PC,Shooter,1998,9,8
Tom Clancy's Splinter Cell,9.4,Amazing,PC,Adventure,2003,2,18
Tony Hawk's Pro Skater,9.4,Amazing,PlayStation,Sports,1999,10,19
Unreal Tournament 2004,9.4,Amazing,PC,Shooter,2004,3,11
Unreal Tournament 2004 (Editor's Choice Edition),9.4,Amazing,PC,Shooter,2004,9,29
Unreal Tournament [1999],9.4,Amazing,Dreamcast,Shooter,2001,3,12
Virtua Tennis,9.4,Amazing,Dreamcast,Sports,2000,7,7
Winning Eleven 6 Final Evolution,9.4,Amazing,PlayStation 2,Sports,2003,3,21
World Soccer Winning Eleven 8 International,9.4,Amazing,Xbox,Sports,2005,2,1
World Soccer Winning Eleven 8 International,9.4,Amazing,PlayStation 2,Sports,2005,2,1
2002 FIFA World Cup,9.3,Amazing,PC,Sports,2002,5,30
Ace Combat 5: The Unsung War,9.3,Amazing,PlayStation 2,"Flight, Action",2004,10,25
Age of Mythology,9.3,Amazing,PC,Strategy,2002,11,4
Amplitude [2003],9.3,Amazing,PlayStation 2,"Music, Action",2003,3,24
Batman: Arkham Asylum,9.3,Amazing,PlayStation 3,Action,2009,8,21
Batman: Arkham Asylum,9.3,Amazing,Xbox 360,Action,2009,8,21
Batman: Arkham Asylum,9.3,Amazing,PC,Action,2009,9,11
Batman: Arkham Asylum (Collector's Edition),9.3,Amazing,PlayStation 3,Action,2009,8,25
Batman: Arkham Asylum (Collector's Edition),9.3,Amazing,Xbox 360,Action,2009,8,25
Batman: Arkham Asylum (Game of the Year Edition),9.3,Amazing,Xbox 360,Action,2010,5,26
Batman: Arkham Asylum (Game of the Year Edition),9.3,Amazing,PlayStation 3,Action,2010,5,26
Battlefield 1942,9.3,Amazing,PC,Shooter,2002,9,16
Bionic Commando Rearmed,9.3,Amazing,PC,Platformer,2008,8,13
Brothers in Arms: Road to Hill 30,9.3,Amazing,Xbox,Shooter,2005,3,1
Call of Duty,9.3,Amazing,PC,Shooter,2003,10,27
Call of Duty: Black Ops II,9.3,Amazing,PC,Shooter,2012,11,13
Call of Duty: Black Ops II,9.3,Amazing,Xbox 360,Shooter,2012,11,13
Call of Duty: Black Ops II,9.3,Amazing,PlayStation 3,Shooter,2012,11,13
Call of Duty: Black Ops II,9.3,Amazing,Wii U,Shooter,2012,11,21
Castlevania: Aria of Sorrow,9.3,Amazing,Game Boy Advance,"Action, Adventure",2003,5,5
Castlevania: Dawn of Sorrow,9.3,Amazing,Nintendo DS,"Action, Adventure",2005,10,4
Child of Light,9.3,Amazing,PlayStation 3,RPG,2014,4,29
Child of Light,9.3,Amazing,Wii U,RPG,2014,4,29
Child of Light,9.3,Amazing,PlayStation 4,RPG,2014,4,29
Child of Light,9.3,Amazing,Xbox One,RPG,2014,4,29
Child of Light,9.3,Amazing,PC,RPG,2014,4,29
Child of Light,9.3,Amazing,Xbox 360,RPG,2014,4,29
Child of Light,9.3,Amazing,PlayStation Vita,RPG,2014,4,29
Colony Wars,9.3,Amazing,PlayStation,Action,1997,11,4
Command & Conquer Generals,9.3,Amazing,PC,Strategy,2003,2,7
Command & Conquer: Red Alert 2,9.3,Amazing,PC,Strategy,2000,10,24
DDRMAX: Dance Dance Revolution,9.3,Amazing,PlayStation 2,Music,2002,10,11
Dance Dance Revolution [2001],9.3,Amazing,PlayStation,Music,2001,4,4
Daytona USA,9.3,Amazing,Dreamcast,Racing,2001,3,14
Deathrow: Underground Team Combat,9.3,Amazing,Xbox,"Sports, Action",2002,10,18
Dino Crisis 2,9.3,Amazing,PlayStation,Adventure,2000,9,25
Doom 3,9.3,Amazing,Xbox,Shooter,2005,4,3
ESPN NFL 2K5,9.3,Amazing,PlayStation 2,Sports,2004,7,16
ESPN NFL Football,9.3,Amazing,Xbox,Sports,2003,9,4
ESPN NFL Football,9.3,Amazing,PlayStation 2,Sports,2003,9,4
ESPN NHL Hockey,9.3,Amazing,PlayStation 2,Sports,2003,9,9
ESPN NHL Hockey,9.3,Amazing,Xbox,Sports,2003,9,9
F-Zero GX,9.3,Amazing,GameCube,Racing,2003,8,22
F1 2002,9.3,Amazing,PC,"Racing, Simulation",2002,7,8
Fable,9.3,Amazing,Xbox,"Action, RPG",2004,8,27
Final Fantasy X / X-2 HD Remaster,9.3,Amazing,PlayStation Vita,RPG,2014,3,10
Final Fantasy X / X-2 HD Remaster,9.3,Amazing,PlayStation 3,RPG,2014,3,10
Final Fantasy X / X-2 HD Remaster,9.3,Amazing,PlayStation 4,RPG,2015,5,12
Final Fantasy X / X-2 HD Remaster (Limited Edition),9.3,Amazing,PlayStation 3,RPG,2014,3,10
Firewatch,9.3,Amazing,PlayStation 4,Adventure,2016,2,8
Firewatch,9.3,Amazing,PC,Adventure,2016,2,8
Firewatch,9.3,Amazing,Xbox One,Adventure,2016,2,8
Freedom Force,9.3,Amazing,PC,RPG,2002,3,26
God of War III,9.3,Amazing,PlayStation 3,Action,2010,3,8
Grand Theft Auto: Chinatown Wars,9.3,Amazing,PlayStation Portable,Action,2009,10,20
Grand Theft Auto: San Andreas,9.3,Amazing,PC,"Action, Adventure",2005,6,7
Grand Theft Auto: Vice City,9.3,Amazing,PC,"Action, Adventure",2003,5,22
Grim Fandango Remastered,9.3,Amazing,PlayStation 4,Adventure,2015,1,27
Grim Fandango Remastered,9.3,Amazing,PC,Adventure,2015,1,27
Grim Fandango Remastered,9.3,Amazing,PlayStation Vita,Adventure,2015,1,27
Guitar Hero 5,9.3,Amazing,Wii,Music,2009,9,1
HTC Vive,9.3,Amazing,PC,Hardware,2016,4,7
Legacy of Kain: Soul Reaver,9.3,Amazing,PlayStation,Adventure,1999,8,19
Luigi's Mansion: Dark Moon,9.3,Amazing,Nintendo 3DS,Platformer,2013,3,21
MLB The Show 16,9.3,Amazing,PlayStation 4,Sports,2016,4,1
MX vs. ATV Unleashed,9.3,Amazing,Xbox,Racing,2005,3,14
MX vs. ATV Unleashed,9.3,Amazing,PlayStation 2,Racing,2005,3,14
Madden NFL 2004,9.3,Amazing,PC,Sports,2003,8,20
Marvel vs. Capcom 2: New Age of Heroes,9.3,Amazing,Dreamcast,Fighting,2000,6,29
Max Payne,9.3,Amazing,PC,Action,2001,7,27
Medal of Honor [1999],9.3,Amazing,PlayStation,Action,1999,11,18
Medal of Honor: Allied Assault,9.3,Amazing,PC,Shooter,2002,1,18
Medal of Honor: Allied Assault,9.3,Amazing,Macintosh,Shooter,2002,7,10
Middle-earth: Shadow of Mordor,9.3,Amazing,PC,"Action, Adventure",2014,9,26
Middle-earth: Shadow of Mordor,9.3,Amazing,Xbox One,"Action, Adventure",2014,9,26
Middle-earth: Shadow of Mordor,9.3,Amazing,PlayStation 4,"Action, Adventure",2014,9,26
NASCAR Racing: 2003 Season,9.3,Amazing,PC,Racing,2003,3,11
NBA 2K14,9.3,Amazing,Xbox 360,Sports,2013,9,26
NBA 2K14,9.3,Amazing,PlayStation 3,Sports,2013,9,26
NBA Street,9.3,Amazing,PlayStation 2,Sports,2001,6,19
NFL GameDay 99,9.3,Amazing,PlayStation,Sports,1998,8,28
Napple Tale: Arsia in Daydream,9.3,Amazing,Dreamcast,"Action, Adventure",2000,11,22
Ninja Gaiden Sigma,9.3,Amazing,PlayStation 3,Action,2007,6,29
Ninja Gaiden Sigma (Greatest Hits),9.3,Amazing,PlayStation 3,Action,2008,12,31
Persona 4 Golden,9.3,Amazing,PlayStation Vita,RPG,2012,11,21
Phantasy Star Online,9.3,Amazing,Dreamcast,RPG,2001,1,31
Pikmin 2,9.3,Amazing,GameCube,Strategy,2004,8,20
Prince of Persia,9.3,Amazing,PC,Platformer,2008,11,26
Prince of Persia,9.3,Amazing,Xbox 360,Platformer,2008,11,26
Prince of Persia,9.3,Amazing,PlayStation 3,Platformer,2008,12,4
Prince of Persia (Limited Edition),9.3,Amazing,Xbox 360,Platformer,2008,12,4
Pro Race Driver,9.3,Amazing,PlayStation 2,Racing,2002,12,10
Punch Quest,9.3,Amazing,iPhone,Action,2012,10,25
Puzzle Quest: Challenge of the Warlords,9.3,Amazing,PlayStation 3,Puzzle,2008,10,14
Quake III: Arena,9.3,Amazing,PC,Shooter,1999,12,10
Quake III: Arena,9.3,Amazing,Macintosh,Shooter,2002,6,10
Resident Evil 2 [1998],9.3,Amazing,PlayStation,"Action, Adventure",1998,1,21
Resident Evil 5,9.3,Amazing,PC,Action,2009,9,10
Return to Castle Wolfenstein: Tides of War,9.3,Amazing,Xbox,Shooter,2003,5,7
Rise of the Tomb Raider,9.3,Amazing,Xbox One,"Action, Adventure",2015,11,9
Rise of the Tomb Raider,9.3,Amazing,PC,"Action, Adventure",2015,11,9
SSX 3,9.3,Amazing,GameCube,Sports,2003,10,17
SSX [2000],9.3,Amazing,PlayStation 2,Sports,2000,10,23
Sid Meier's Civilization III,9.3,Amazing,PC,Strategy,2001,10,29
Star Wars Knights of the Old Republic II: The Sith Lords,9.3,Amazing,Xbox,RPG,2004,12,3
Starsiege: Tribes,9.3,Amazing,PC,Shooter,1999,1,15
Street Fighter Alpha 3,9.3,Amazing,PlayStation,Fighting,1999,5,7
Street Fighter IV,9.3,Amazing,PlayStation 3,Fighting,2009,2,12
Street Fighter IV,9.3,Amazing,Xbox 360,Fighting,2009,2,12
Street Fighter IV (Collector's Edition),9.3,Amazing,PlayStation 3,Fighting,2009,2,18
Street Fighter IV (Collector's Edition),9.3,Amazing,Xbox 360,Fighting,2009,2,18
Super Mario Advance 2: Super Mario World,9.3,Amazing,Game Boy Advance,Platformer,2002,2,11
Syphon Filter: Dark Mirror,9.3,Amazing,PlayStation Portable,Shooter,2006,3,10
Tearaway,9.3,Amazing,PlayStation Vita,Adventure,2013,11,20
Tekken 3,9.3,Amazing,PlayStation,Fighting,1998,8,23
Tekken 5,9.3,Amazing,PlayStation 2,Fighting,2005,2,25
Tekken 5 (Ultimate Collectors Edition),9.3,Amazing,PlayStation 2,Fighting,2005,2,25
The Elder Scrolls IV: Oblivion,9.3,Amazing,Xbox 360,RPG,2006,3,24
The Elder Scrolls IV: Oblivion,9.3,Amazing,PC,RPG,2006,3,24
The Legend of Zelda: Spirit Tracks,9.3,Amazing,Nintendo DS,"Action, Adventure",2009,12,7
The Longest Journey,9.3,Amazing,PC,Adventure,2000,11,20
The Swapper,9.3,Amazing,PlayStation Vita,Platformer,2013,6,1
The Swapper,9.3,Amazing,PlayStation 3,Platformer,2013,6,1
The Swapper,9.3,Amazing,PC,Platformer,2013,6,1
The Swapper,9.3,Amazing,PlayStation 4,Platformer,2013,6,1
The Walking Dead -- Game of the Year Edition,9.3,Amazing,PC,Adventure,2012,12,12
The Walking Dead -- Game of the Year Edition,9.3,Amazing,PlayStation 3,Adventure,2012,12,12
The Walking Dead -- Game of the Year Edition,9.3,Amazing,Xbox 360,Adventure,2012,12,12
The Walking Dead: A Telltale Game Series -- Season One,9.3,Amazing,Xbox 360,Adventure,2012,12,12
The Walking Dead: A Telltale Game Series -- Season One,9.3,Amazing,PlayStation 3,Adventure,2012,12,12
The Walking Dead: A Telltale Game Series -- Season One,9.3,Amazing,iPhone,Adventure,2012,12,12
The Walking Dead: A Telltale Game Series -- Season One,9.3,Amazing,PC,Adventure,2012,12,12
The Walking Dead: A Telltale Game Series -- Season One,9.3,Amazing,Macintosh,Adventure,2012,12,12
The Walking Dead: A Telltale Game Series -- Season One,9.3,Amazing,iPad,Adventure,2012,12,12
The Witcher 3: Wild Hunt,9.3,Amazing,Xbox One,RPG,2015,5,12
The Witcher 3: Wild Hunt,9.3,Amazing,PlayStation 4,RPG,2015,5,12
The Witcher 3: Wild Hunt,9.3,Amazing,PC,RPG,2015,5,12
The Wolf Among Us: Episode 5 -- Cry Wolf,9.3,Amazing,Xbox 360,Adventure,2014,7,8
The Wolf Among Us: Episode 5 -- Cry Wolf,9.3,Amazing,PC,Adventure,2014,7,8
Threes,9.3,Amazing,iPhone,Puzzle,2014,12,9
Threes,9.3,Amazing,Xbox One,Puzzle,2014,12,9
Threes,9.3,Amazing,Android,Puzzle,2014,12,9
Tokyo Xtreme Racer 2,9.3,Amazing,Dreamcast,Racing,2000,9,27
Tom Clancy's Ghost Recon,9.3,Amazing,PC,Action,2001,11,9
Tom Clancy's Rainbow Six 3,9.3,Amazing,Xbox,Shooter,2003,10,28
Tom Clancy's Rainbow Six 3: Black Arrow,9.3,Amazing,Xbox,Shooter,2004,8,5
Tom Clancy's Rainbow Six: Vegas,9.3,Amazing,Xbox 360,Shooter,2006,11,16
Tom Clancy's Splinter Cell: Conviction,9.3,Amazing,Xbox 360,Action,2010,4,9
Tomb Raider -- Featuring Lara Croft,9.3,Amazing,PlayStation,Adventure,1996,12,13
Tony Hawk's Pro Skater 2,9.3,Amazing,PC,Sports,2000,10,23
Tony Hawk's Pro Skater 3,9.3,Amazing,PC,Sports,2002,4,5
Tony Hawk's Pro Skater 4,9.3,Amazing,PlayStation 2,Sports,2002,10,23
Top Spin,9.3,Amazing,Xbox,Sports,2003,10,28
Unreal Championship 2: The Liandri Conflict,9.3,Amazing,Xbox,Shooter,2005,4,15
Virtua Fighter 4,9.3,Amazing,PlayStation 2,Fighting,2002,3,19
Warcraft III: Reign of Chaos,9.3,Amazing,PC,Strategy,2002,7,2
Warcraft III: Reign of Chaos,9.3,Amazing,Macintosh,Strategy,2002,7,17
WipEout Pure,9.3,Amazing,PlayStation Portable,"Racing, Action",2005,3,18
World in Conflict,9.3,Amazing,PC,Strategy,2007,9,7
XCOM 2,9.3,Amazing,PC,Strategy,2016,2,1
ATV Offroad Fury 3,9.2,Amazing,PlayStation 2,Racing,2004,10,27
Assassin's Creed II,9.2,Amazing,PlayStation 3,Action,2009,11,17
Assassin's Creed II,9.2,Amazing,Xbox 360,Action,2009,11,17
Bad Piggies,9.2,Amazing,iPhone,Action,2012,10,1
Batman: Arkham Knight,9.2,Amazing,PlayStation 4,Action,2015,6,19
Batman: Arkham Knight,9.2,Amazing,Xbox One,Action,2015,6,19
Borderlands 2: Mr. Torgue's Campaign of Carnage,9.2,Amazing,PC,"Shooter, RPG",2012,11,20
Borderlands 2: Mr. Torgue's Campaign of Carnage,9.2,Amazing,Xbox 360,"Shooter, RPG",2012,11,20
Borderlands 2: Mr. Torgue's Campaign of Carnage,9.2,Amazing,PlayStation 3,"Shooter, RPG",2012,11,20
Borderlands 2: Tiny Tina's Assault on Dragon Keep,9.2,Amazing,Xbox 360,"Shooter, RPG",2013,6,25
Call of Duty: Black Ops III,9.2,Amazing,Xbox One,Shooter,2015,11,6
Call of Duty: Black Ops III,9.2,Amazing,PlayStation 4,Shooter,2015,11,6
Call of Duty: World at War,9.2,Amazing,PlayStation 3,Shooter,2008,11,11
Call of Duty: World at War,9.2,Amazing,PC,Shooter,2008,11,11
